time,resistance
0.0,99.37496982199727
0.002004008016032064,99.96354684144504
0.004008016032064128,101.30375445630912
0.0060120240480961915,100.47370567946864
0.008016032064128256,100.85901475071515
0.01002004008016032,101.39162693826334
0.012024048096192383,101.88086104955315
0.014028056112224447,101.86742869191744
0.01603206412825651,101.51045133836958
0.018036072144288574,101.69741627944343
0.02004008016032064,101.76356325302103
0.022044088176352703,101.74463447112804
0.024048096192384766,102.8239776079554
0.026052104208416832,102.50402471302073
0.028056112224448895,102.54395835659726
0.03006012024048096,102.5798499696364
0.03206412825651302,103.42531693308041
0.03406813627254509,102.66152736301608
0.03607214428857715,102.70731147227963
0.038076152304609215,103.02957661523489
0.04008016032064128,103.15373573849219
0.04208416833667334,104.46103360935285
0.044088176352705406,103.82824961710479
0.04609218436873747,102.6991292773258
0.04809619238476953,103.20446140898851
0.0501002004008016,104.72519967178455
0.052104208416833664,104.40566595103742
0.05410821643286573,103.93538915049115
0.05611222444889779,104.45314232389408
0.058116232464929855,105.18016602967802
0.06012024048096192,103.94859446701244
0.06212424849699398,105.13214142555135
0.06412825651302605,104.8880050347919
0.06613226452905811,104.32626905059304
0.06813627254509018,104.74623426022193
0.07014028056112225,104.19772931908292
0.0721442885771543,104.48406254635046
0.07414829659318636,104.28655279244481
0.07615230460921843,104.46996564200228
0.0781563126252505,104.31600657486875
0.08016032064128256,105.88105824023636
0.08216432865731463,104.65990961045057
0.08416833667334668,105.08409540691014
0.08617234468937875,105.514321805832
0.08817635270541081,105.33398932631623
0.09018036072144288,104.18535446484711
0.09218436873747494,105.10590249044382
0.09418837675350701,104.60409641746557
0.09619238476953906,104.47387845130051
0.09819639278557113,105.11499499221237
0.1002004008016032,104.623040583404
0.10220440881763526,104.74256644737763
0.10420841683366733,103.81626186245485
0.1062124248496994,104.88493232246712
0.10821643286573146,105.05679343897675
0.11022044088176351,104.27094963450374
0.11222444889779558,103.80170271478394
0.11422845691382764,103.39558174508147
0.11623246492985971,103.84365203397998
0.11823647294589178,103.83745898452963
0.12024048096192384,103.607095469707
0.1222444889779559,103.46467044862788
0.12424849699398796,103.10489170392417
0.12625250501002003,103.80789225739242
0.1282565130260521,103.00701709364571
0.13026052104208416,102.8529423280129
0.13226452905811623,103.32280139101402
0.1342685370741483,101.956411120221
0.13627254509018036,103.32859333919221
0.13827655310621242,103.35841567769843
0.1402805611222445,102.70661605694983
0.14228456913827653,101.60687783917903
0.1442885771543086,102.79192353994323
0.14629258517034066,101.81171201956562
0.14829659318637273,102.01012634556658
0.1503006012024048,101.23981466668359
0.15230460921843686,100.96805917908752
0.15430861723446893,101.22248312315511
0.156312625250501,99.94232515062734
0.15831663326653306,100.87504608928755
0.16032064128256512,102.24848184718934
0.1623246492985972,100.18328413008602
0.16432865731462926,100.2798775758309
0.16633266533066132,99.16497786218696
0.16833667334669336,99.7814125673259
0.17034068136272543,99.61604329480313
0.1723446893787575,99.69710871812454
0.17434869739478956,99.26782606261426
0.17635270541082163,99.6763670768766
0.1783567134268537,99.08707605079567
0.18036072144288576,99.14277408900779
0.18236472945891782,98.12401805743441
0.1843687374749499,98.84494662440326
0.18637274549098196,98.85222006625926
0.18837675350701402,98.73517472987639
0.1903807615230461,97.567515591862
0.19238476953907813,97.37609265606608
0.1943887775551102,96.99281846629435
0.19639278557114226,97.68647293936077
0.19839679358717432,96.44557248956792
0.2004008016032064,97.20570933032467
0.20240480961923846,96.99017764067185
0.20440881763527052,96.15565800071313
0.2064128256513026,97.16272149304137
0.20841683366733466,96.9584620784507
0.21042084168336672,96.49454314649738
0.2124248496993988,96.13667916656426
0.21442885771543085,95.77335023470053
