time,resistance,resistance_smooth
0.0,100.11603967507328,100.00185022183094
0.002004008016032,99.96988017442236,100.18415100104889
0.0040080160320641,99.9744017566192,100.36285366307573
0.0060120240480961,101.34215736918166,100.53820470203866
0.0080160320641282,100.56578578959096,100.71045061206492
0.0100200400801603,100.70158406108835,100.8798378872817
0.0120240480961923,100.67566895840042,101.04661302181624
0.0140280561122244,101.33599966982536,101.21102250979577
0.0160320641282565,101.3687841535034,101.37331284534748
0.0180360721442885,100.6683437606434,101.5337305225986
0.0200400801603206,102.66441205931292,101.69252203567638
0.0220440881763527,102.63801464390112,101.84993387870799
0.0240480961923847,102.2636331656306,102.00621254582067
0.0260521042084168,102.68329854731492,102.16160453114166
0.0280561122244488,102.2394054124602,102.31635632879815
0.0300601202404809,101.9210334568279,102.47071443291367
0.032064128256513,101.91188165169682,102.6218081931229
0.034068136272545,102.63719734310554,102.76822447807984
0.0360721442885771,102.76663499463316,102.90745708833487
0.0380761523046092,102.5340556473237,103.12003746661415
0.0400801603206412,102.82324635609965,103.2898489706328
0.0420841683366733,103.5802883521379,103.47169842390997
0.0440881763527054,103.44410099411944,103.63533006093303
0.0460921843687374,105.03625250165476,103.81126458873489
0.0480961923847695,103.40316420967142,103.97776796839895
0.0501002004008016,104.30068004364811,104.07381254389655
0.0521042084168336,104.85771088767616,104.23703818663823
0.0541082164328657,104.25380795278603,104.41532614729965
0.0561122244488977,104.692251698286,104.5578848156471
0.0581162324649298,104.19498741414816,104.73953562535867
0.0601202404809619,104.84491745119182,104.84131957123557
0.0621242484969939,105.32174966839672,104.97230459338479
0.064128256513026,105.29949380556334,105.0407051742515
0.0661322645290581,105.3509211352998,105.12249214444007
0.0681362725450901,105.21344635045212,105.18156789679757
0.0701402805611222,105.31587983959602,105.21702204023535
0.0721442885771543,104.9694987084448,105.21365166484296
0.0741482965931863,104.9510943568907,105.20119969997137
0.0761523046092184,105.01530296217564,105.19521739492237
0.0781563126252505,104.92775057791962,105.26817890814316
0.0801603206412825,105.20493870079726,105.23888091513318
0.0821643286573146,105.5822515436754,105.22008868669496
0.0841683366733466,105.26866470321669,105.26168169837483
0.0861723446893787,105.51678996641296,105.25533238448185
0.0881763527054108,104.9113434302204,105.18939964497203
0.0901803607214428,105.88435193554096,105.11477368646871
0.0921843687374749,104.48644403449974,105.0789454993503
0.094188376753507,105.03302382796652,105.03187005789029
0.096192384769539,104.8723391833568,104.99900134907813
0.0981963927855711,104.92802904764817,104.96776174565149
0.1002004008016032,104.523108432998,104.92173566246292
0.1022044088176352,104.91708327550948,104.85816899356641
0.1042084168336673,105.44231189895176,104.80930287251604
0.1062124248496994,104.79819012480904,104.75346903012377
